user_id,rec_result
539,"[874972, 860975, 1082185, 1127831, 854852]"
1338,"[1038663, 989985, 1092026, 5592931, 923746]"
2024,"[874972, 1126899, 9934800, 1127831, 944836]"
921,"[874972, 1029743, 9575582, 1127831, 1004906]"
1442,"[904129, 1106523, 981760, 1082185, 1044078]"
1189,"[874972, 1106523, 819840, 1127831, 878996]"
542,"[1038663, 1106523, 844165, 1012587, 1043590]"
1139,"[874972, 1131625, 1028891, 944836, 1055425]"
91,"[874972, 1029743, 838637, 1127831, 866211]"
1752,"[1038663, 951590, 1106523, 1085333, 820122]"
264,"[874972, 1030455, 865174, 1082185, 866211]"
1973,"[874972, 906844, 1053690, 1127831, 854852]"
2272,"[874972, 1040807, 1082185, 1127831, 866211]"
1513,"[874972, 1008673, 1030398, 1082185, 1127831]"
587,"[874972, 911470, 1133018, 1082185, 1004906]"
735,"[874972, 1106523, 1043663, 1044078, 1004906]"
393,"[1038663, 972312, 1029743, 1012587, 5592931]"
2122,"[874972, 883932, 825665, 1004906, 1127831]"
257,"[1038663, 1106523, 859075, 1043590, 1118533]"
1288,"[904129, 923746, 1082185, 1044078, 1004906]"
2335,"[1038663, 1082185, 953104, 1096036, 1012587]"
2011,"[874972, 865174, 893501, 1127831, 1082185]"
1170,"[874972, 1029743, 1110764, 1082185, 1127831]"
910,"[874972, 5582712, 7409670, 1127831, 916122]"
2094,"[874972, 1082185, 916993, 854852, 1127831]"
471,"[874972, 1119405, 1127831, 1082185, 854852]"
2358,"[874972, 1009449, 1117690, 1127831, 1082185]"
202,"[874972, 1029743, 962229, 1044078, 1082185]"
619,"[874972, 9547021, 12782182, 1127831, 1082185]"
893,"[874972, 1106523, 1100972, 951590, 1082185]"
1571,"[874972, 1062128, 954966, 1082185, 1127831]"
1904,"[874972, 1058997, 932949, 1082185, 1004906]"
1509,"[874972, 1028422, 1029743, 1127831, 866211]"
955,"[874972, 1106523, 995876, 965766, 871756]"
1396,"[12810391, 1029743, 1066893, 899624, 1130858]"
217,"[874972, 841266, 895930, 854852, 1004906]"
1254,"[874972, 854852, 7168619, 1127831, 1082185]"
822,"[904129, 981760, 917407, 1106523, 1082185]"
2254,"[874972, 1106523, 1119051, 854852, 866211]"
752,"[968072, 986912, 6534078, 962568, 1027569]"
648,"[874972, 903325, 1125497, 1127831, 901062]"
1675,"[874972, 1082185, 1127831, 866211, 1029743]"
2120,"[874972, 1082185, 1127831, 866211, 1029743]"
1922,"[874972, 1082185, 10457044, 901062, 944836]"
2234,"[874972, 984315, 854754, 951412, 1137688]"
1756,"[874972, 1070820, 6533965, 916122, 961554]"
1012,"[874972, 1070820, 1082185, 961554, 1004906]"
1660,"[1038663, 955854, 1106523, 1043590, 1096036]"
73,"[874972, 7024847, 1070820, 866211, 916122]"
828,"[874972, 5568197, 925579, 1082185, 961554]"
2132,"[874972, 995242, 13417846, 878996, 854852]"
928,"[874972, 1092303, 1082185, 878996, 961554]"
24,"[1038663, 1106523, 1036501, 1012587, 1043590]"
1196,"[874972, 901062, 873627, 1027569, 944836]"
2286,"[874972, 1070820, 824005, 1127831, 961554]"
2103,"[874972, 1057260, 996070, 1082185, 854852]"
1717,"[874972, 1029743, 899682, 1127831, 1082185]"
800,"[874972, 995965, 5590965, 892531, 907631]"
1357,"[874972, 1070820, 866548, 1082185, 1127831]"
119,"[874972, 1029743, 12554515, 1127831, 1027569]"
1328,"[1038663, 875089, 844165, 1133018, 899624]"
206,"[874972, 1106523, 926905, 951590, 844179]"
219,"[874972, 1127831, 1082185, 962568, 901062]"
1255,"[1038663, 1072523, 1082185, 1029743, 1096036]"
174,"[947858, 1050851, 9526410, 1044078, 899624]"
1167,"[874972, 1082185, 1070820, 961554, 1002771]"
243,"[874972, 1126899, 6034857, 848319, 5578547]"
2292,"[1038663, 1029743, 9527290, 893018, 1004906]"
969,"[874972, 1029743, 1002771, 1082185, 1127831]"
321,"[874972, 905436, 1126899, 962568, 1024306]"
2320,"[874972, 995242, 849466, 1127831, 866211]"
1304,"[904129, 1122085, 1106523, 1082185, 1044078]"
188,"[1038663, 1106523, 868909, 1043590, 1096036]"
1048,"[874972, 1042571, 916993, 901062, 854852]"
1315,"[874972, 5569845, 5568378, 1127831, 1029743]"
598,"[874972, 9553382, 8090532, 854852, 962568]"
1674,"[874972, 1029619, 1015974, 1082185, 1029743]"
2046,"[874972, 961554, 1053690, 1127831, 866211]"
298,"[874972, 852572, 850102, 1082185, 1029743]"
1931,"[947858, 1082185, 1048727, 1044078, 5592931]"
1648,"[874972, 1106523, 845208, 1004906, 1068719]"
2025,"[874972, 1029743, 894570, 1082185, 1127831]"
1518,"[947858, 1029743, 1124029, 1044078, 1068719]"
1958,"[874972, 824005, 6703789, 1127831, 878996]"
1153,"[1038663, 819765, 1135468, 1106523, 1043590]"
954,"[874972, 1082185, 1127831, 866211, 1029743]"
2215,"[874972, 890695, 1018050, 845208, 962568]"
1855,"[874972, 1037840, 860167, 1082185, 1127831]"
2430,"[874972, 845193, 1110572, 1127831, 844179]"
697,"[874972, 1082185, 1070820, 951412, 1137688]"
579,"[874972, 6534201, 916122, 1127831, 1082185]"
1902,"[874972, 1056509, 1054216, 1004906, 1044078]"
282,"[874972, 6464074, 916122, 961554, 944836]"
2184,"[874972, 1106523, 8090521, 1127831, 844179]"
1525,"[1038663, 871756, 883819, 1106523, 1043590]"
1137,"[904129, 935527, 885290, 1044078, 1004906]"
1385,"[1038663, 1029743, 890909, 1043590, 1096036]"
1681,"[874972, 1029743, 982755, 866211, 1055425]"
2113,"[874972, 1101010, 5568378, 1082185, 1127831]"
2020,"[836445, 971949, 1132771, 857006, 939636]"
378,"[874972, 9526410, 916990, 1127831, 1082185]"
1555,"[874972, 856687, 831559, 1096036, 5568378]"
1901,"[836445, 1013928, 1082185, 845208, 863447]"
49,"[904129, 5569471, 1070820, 866211, 961554]"
2139,"[874972, 875392, 995242, 951590, 965766]"
495,"[1038663, 1029743, 1024032, 1043590, 859075]"
1799,"[874972, 1080884, 1026118, 1082185, 1127831]"
1359,"[874972, 1075368, 8203834, 1082185, 1127831]"
1402,"[874972, 5592270, 981760, 1037863, 962568]"
1404,"[874972, 1029743, 1057315, 951590, 5568378]"
699,"[874972, 847066, 962229, 916122, 933835]"
327,"[904129, 1038462, 947201, 1044078, 1029743]"
1627,"[874972, 880427, 5580166, 878996, 930118]"
900,"[1000753, 1133018, 986912, 899624, 854852]"
640,"[1038663, 1106523, 1088414, 1004906, 1068719]"
2237,"[874972, 908531, 1051626, 878996, 6034857]"
371,"[874972, 1029743, 919423, 854852, 1136257]"
2330,"[874972, 1082185, 924423, 944836, 1055425]"
748,"[1038663, 1106523, 1108168, 1085333, 827683]"
2007,"[874972, 1106523, 1092303, 1027569, 951590]"
1836,"[874972, 1058997, 1023160, 944836, 1055425]"
2127,"[904129, 1029743, 8205218, 916122, 859075]"
124,"[904129, 1106523, 1037840, 1082185, 844179]"
1477,"[874972, 961979, 986912, 1082185, 1127831]"
1312,"[874972, 983584, 1029743, 907631, 990797]"
215,"[874972, 6391089, 1082185, 878996, 961554]"
376,"[1038663, 945909, 986912, 1012587, 1085333]"
2179,"[874972, 883186, 962229, 1082185, 1127831]"
402,"[874972, 13842090, 1136033, 1127831, 1082185]"
2488,"[874972, 911017, 916122, 995478, 944836]"
1565,"[874972, 1082185, 1127831, 1029743, 866211]"
1230,"[874972, 1106523, 1037863, 1082185, 1127831]"
2329,"[904129, 1029743, 951590, 899624, 5568378]"
745,"[874972, 854852, 854754, 944836, 1055425]"
71,"[904129, 1008288, 1056509, 1106523, 1082185]"
1058,"[1038663, 918046, 985893, 1043590, 5592931]"
455,"[874972, 942525, 967041, 1082185, 1127831]"
647,"[874972, 951590, 1029743, 5569230, 961554]"
1825,"[874972, 9526630, 916990, 961554, 866211]"
1347,"[874972, 984680, 1107553, 1106523, 1096036]"
207,"[874972, 1138189, 976199, 854852, 962568]"
1607,"[874972, 5569230, 835278, 1029743, 916122]"
2065,"[829291, 8090521, 1029743, 5568378, 1012587]"
788,"[1038663, 996425, 1108131, 1096036, 1012587]"
1731,"[1038663, 1126899, 1082185, 1096036, 899624]"
1105,"[874972, 957736, 5569230, 1082185, 1127831]"
515,"[1038663, 1106523, 854270, 1068719, 1096036]"
2485,"[874972, 995242, 893501, 1082185, 916122]"
2491,"[874972, 999198, 9527290, 1106523, 1012587]"
1538,"[904129, 1029743, 933835, 1082185, 1127831]"
1192,"[874972, 958700, 1133018, 1082185, 1044078]"
2480,"[874972, 1126899, 971922, 1127831, 1082185]"
520,"[904129, 1106523, 8090537, 1044078, 1004906]"
1925,"[874972, 1106523, 1082185, 1004906, 962568]"
1684,"[874972, 1106523, 9881593, 1044078, 870547]"
727,"[1038663, 1106523, 923746, 5592931, 820122]"
639,"[1038663, 1025611, 1029743, 1012587, 5592931]"
2246,"[874972, 878996, 887102, 1082185, 901062]"
563,"[968072, 1029743, 963542, 1082185, 1127831]"
983,"[904129, 1029743, 8090521, 1004906, 916122]"
145,"[874972, 1082185, 5569471, 1127831, 962568]"
903,"[874972, 1126899, 6034857, 951412, 901062]"
2170,"[829291, 1037840, 1029743, 5568378, 941741]"
869,"[1038663, 5592931, 965701, 1106523, 1096036]"
2005,"[1038663, 951590, 1068719, 1106523, 871756]"
1014,"[874972, 981760, 923746, 845208, 854852]"
147,"[874972, 877447, 1106523, 1082185, 1127831]"
163,"[874972, 951727, 944137, 1127831, 1082185]"
1118,"[874972, 983665, 1008814, 1082185, 1004906]"
1882,"[874972, 1039781, 1009368, 1082185, 1127831]"
853,"[874972, 9859017, 911017, 944836, 1055425]"
2277,"[1038663, 1097001, 932503, 1043590, 820122]"
2457,"[874972, 938118, 1106523, 1082185, 866211]"
464,"[874972, 1029743, 993638, 845208, 1082185]"
205,"[874972, 1106523, 1082185, 878996, 1127831]"
841,"[1038663, 852015, 1106523, 1043590, 1004906]"
2066,"[1038663, 8090537, 1106523, 1043590, 844179]"
1816,"[874972, 1029743, 827570, 1044078, 833025]"
1489,"[829291, 1029743, 934427, 833025, 952317]"
634,"[874972, 5569471, 1058997, 1082185, 961554]"
1880,"[1038663, 1106523, 1061220, 1096036, 1043590]"
1908,"[874972, 995242, 1082185, 1127831, 961554]"
8,"[874972, 969932, 5569230, 866211, 933835]"
1938,"[874972, 8293439, 6533936, 1127831, 1082185]"
286,"[874972, 866211, 1115069, 1127831, 878996]"
2187,"[1038663, 845208, 916122, 1106523, 1096036]"
1190,"[874972, 8090537, 1029743, 893018, 859075]"
1143,"[874972, 5569230, 983584, 1082185, 1127831]"
2040,"[1038663, 1029743, 1021225, 1096036, 1043590]"
328,"[874972, 1070820, 885290, 5578547, 6463874]"
820,"[1038663, 8090509, 1106523, 1096036, 1043590]"
2322,"[874972, 1082185, 1126899, 1022254, 1028816]"
982,"[874972, 5563693, 962229, 965766, 1101173]"
107,"[874972, 951590, 8090521, 1044078, 1096036]"
1545,"[874972, 1106523, 1015694, 1024306, 909714]"
1628,"[874972, 1110572, 941658, 1082185, 1127831]"
2142,"[874972, 6632283, 1029743, 995876, 919534]"
1998,"[1038663, 1053690, 827683, 1096036, 1029743]"
2073,"[829291, 6463717, 5569327, 951590, 1012587]"
1968,"[874972, 902856, 1082212, 1024306, 1023720]"
936,"[874972, 962229, 995242, 965766, 5569327]"
1711,"[874972, 1029743, 1123842, 1127831, 1004906]"
2233,"[874972, 1081177, 828935, 995478, 901062]"
1824,"[874972, 1106523, 5569471, 1127831, 1082185]"
1154,"[874972, 1106523, 1053690, 1127831, 916122]"
930,"[874972, 917033, 1050741, 1082185, 866211]"
62,"[874972, 1082185, 1127831, 866211, 1029743]"
1176,"[874972, 1139216, 1082185, 1127831, 1029743]"
1051,"[904129, 1082185, 921504, 1044078, 844179]"
55,"[874972, 844165, 883932, 1127831, 981760]"
1200,"[874972, 961554, 944139, 1082185, 5569327]"
945,"[874972, 1082185, 951590, 1127831, 1004906]"
110,"[1038663, 951590, 1133018, 1037863, 1118533]"
172,"[874972, 1053690, 1044500, 1082185, 1127831]"
569,"[874972, 6391080, 1029743, 944836, 1119405]"
1970,"[1038663, 1108131, 1072086, 1043590, 1012587]"
831,"[874972, 951590, 1069003, 907631, 883932]"
885,"[1038663, 951590, 1106523, 1043590, 844179]"
491,"[874972, 1055504, 6533936, 1127831, 961554]"
2253,"[904129, 998352, 830015, 1082185, 1044078]"
636,"[1038663, 5592931, 1096036, 1012587, 1108168]"
59,"[874972, 957951, 1056509, 1127831, 854852]"
543,"[874972, 820486, 879734, 1044078, 1106523]"
169,"[874972, 1099164, 873627, 1082185, 1127831]"
672,"[12810391, 987724, 1118533, 1068719, 923746]"
909,"[874972, 995242, 9935616, 909714, 901062]"
2428,"[874972, 6533681, 944486, 1082185, 1127831]"
1459,"[874972, 948832, 857130, 951590, 1127831]"
2079,"[947858, 1106523, 923746, 1037863, 871756]"
1782,"[874972, 909915, 865528, 1082185, 1029743]"
444,"[1038663, 1106523, 842423, 1043590, 1118533]"
2395,"[1038663, 5569230, 923746, 899624, 1133018]"
1405,"[874972, 6533581, 1082185, 1004906, 923746]"
974,"[874972, 1082185, 846764, 951590, 1012587]"
86,"[874972, 865026, 1082185, 965766, 1127831]"
1160,"[1038663, 1106523, 1029624, 1118533, 1094308]"
1585,"[874972, 1126899, 5569471, 944836, 909714]"
595,"[874972, 1029743, 1036139, 1068719, 923746]"
976,"[874972, 1127831, 1029743, 916122, 846550]"
1109,"[874972, 1109014, 9296957, 901062, 951412]"
890,"[874972, 866211, 5569230, 1004906, 844179]"
1620,"[1038663, 1106523, 1110572, 1118533, 1004906]"
416,"[874972, 1126899, 9803433, 916122, 866211]"
1419,"[1038663, 1019637, 1106523, 871756, 1012587]"
428,"[874972, 1029743, 859075, 893018, 1012587]"
318,"[1038663, 5569230, 962229, 1043590, 1068719]"
1680,"[874972, 6443350, 1006649, 1029743, 1127831]"
196,"[1038663, 1106523, 1101173, 870547, 8090537]"
2080,"[874972, 8090521, 1048483, 1101173, 870547]"
2032,"[904129, 1070820, 1038985, 1044078, 1068719]"
507,"[874972, 1008012, 1127716, 1127831, 961554]"
1210,"[874972, 1070820, 1082185, 1127831, 866211]"
2489,"[874972, 1029743, 1082185, 1046262, 995478]"
2004,"[874972, 1055425, 8177622, 907631, 1101173]"
1888,"[904129, 7410361, 7409670, 1082185, 1029743]"
1069,"[874972, 923314, 995242, 1044078, 1004906]"
1245,"[874972, 969866, 863447, 1082185, 1127831]"
316,"[1038663, 1081177, 1025611, 1106523, 923746]"
1805,"[874972, 1075368, 931255, 1082185, 1127831]"
1269,"[874972, 1057260, 9527494, 854852, 1024306]"
488,"[874972, 1026118, 951590, 1127831, 854852]"
1959,"[12810391, 866548, 923746, 899624, 1082185]"
897,"[874972, 1039156, 5569374, 1127831, 866211]"
1009,"[874972, 825541, 1137284, 1082185, 1127831]"
2197,"[874972, 5569230, 839243, 1127831, 1029743]"
1786,"[874972, 8181282, 10285144, 1082185, 1127831]"
1785,"[874972, 1126899, 993466, 1082185, 854852]"
1322,"[874972, 825994, 827656, 1082185, 1029743]"
1031,"[874972, 1106523, 5564850, 866211, 901062]"
1897,"[874972, 7151824, 979057, 1082185, 1127831]"
2293,"[874972, 1082185, 1070820, 901062, 951412]"
300,"[874972, 1106523, 835618, 1044078, 965766]"
1830,"[874972, 1029743, 951412, 1082185, 1127831]"
1275,"[904129, 8090612, 1126808, 1082185, 1029743]"
1460,"[874972, 995965, 1133018, 1027569, 909714]"
1709,"[874972, 873203, 896465, 1127831, 916122]"
2012,"[1038663, 868645, 972416, 1085333, 896974]"
2255,"[904129, 1029743, 9527160, 1082185, 1044078]"
564,"[874972, 916381, 900175, 866211, 961554]"
980,"[1038663, 1106523, 1047968, 1043590, 5592931]"
1108,"[874972, 1057260, 1088771, 1127831, 866211]"
1724,"[874972, 861973, 1126899, 951412, 901062]"
2499,"[829291, 1070820, 5568378, 1101173, 8090521]"
1081,"[874972, 946995, 899624, 979707, 1105488]"
1636,"[874972, 844441, 890597, 1082185, 1127831]"
944,"[874972, 1106523, 951590, 854852, 5569230]"
2242,"[904129, 1037840, 951590, 1044078, 1068719]"
2495,"[874972, 867931, 1006184, 1082185, 1127831]"
1293,"[1038663, 969419, 988572, 1118533, 871756]"
2034,"[874972, 1126899, 903325, 878996, 1026118]"
1531,"[874972, 1082185, 916122, 866211, 854852]"
1671,"[874972, 1126899, 901062, 866211, 916122]"
662,"[874972, 983584, 1070272, 1082185, 5568378]"
2017,"[874972, 983584, 1126899, 1137688, 1046262]"
443,"[874972, 982393, 1057260, 878996, 1024306]"
1234,"[874972, 916990, 1042702, 961554, 1027569]"
1140,"[874972, 1081177, 916122, 1082185, 1127831]"
801,"[874972, 1029743, 981760, 1127831, 866211]"
995,"[874972, 1092937, 986021, 1082185, 5568378]"
688,"[874972, 1126899, 923746, 1027569, 965766]"
858,"[874972, 1070820, 873627, 1004906, 916122]"
818,"[874972, 1029743, 893501, 1127831, 961554]"
173,"[874972, 1094924, 1070820, 1082185, 1127831]"
517,"[874972, 1126899, 1081177, 961554, 995478]"
325,"[874972, 1029743, 1081177, 916122, 961554]"
1963,"[874972, 5569374, 886996, 1127831, 1082185]"
1415,"[874972, 902640, 830686, 1082185, 1127831]"
763,"[1038663, 1029743, 1082185, 1096036, 899624]"
1632,"[874972, 1070820, 916993, 878996, 901062]"
2189,"[904129, 913210, 1015280, 1127831, 1004906]"
41,"[874972, 909714, 1082185, 961554, 1027569]"
1187,"[874972, 1038462, 910673, 1012587, 944317]"
1637,"[874972, 1014948, 948298, 1127831, 866211]"
984,"[874972, 987562, 1106523, 1082185, 962568]"
825,"[874972, 1058997, 1082185, 970030, 5578547]"
2291,"[874972, 12523928, 986912, 1082185, 1029743]"
1986,"[904129, 5568378, 837865, 1082185, 1029743]"
1120,"[874972, 909894, 1104604, 951590, 1106523]"
1719,"[874972, 1070820, 916993, 909714, 1027569]"
199,"[874972, 859237, 990004, 1082185, 1029743]"
1903,"[874972, 917033, 951590, 1044078, 1029743]"
703,"[874972, 901776, 5569230, 892531, 944836]"
782,"[874972, 5568378, 8090521, 951590, 965766]"
1113,"[874972, 1126899, 916122, 901062, 7024990]"
1062,"[904129, 1029743, 1069621, 1082185, 1068719]"
138,"[12810391, 1082185, 1070820, 1024306, 961554]"
1822,"[947858, 986912, 1029743, 969866, 981760]"
160,"[968072, 5580525, 1070820, 1082185, 854852]"
1796,"[829291, 1029743, 5572220, 8090521, 870547]"
2137,"[1038663, 920844, 6463900, 1106523, 1096036]"
2107,"[874972, 5995281, 1029743, 866211, 854852]"
1773,"[874972, 834158, 925112, 1127831, 944836]"
1997,"[874972, 821083, 991575, 944836, 1119405]"
1781,"[874972, 1028816, 878996, 901062, 1137688]"
1790,"[874972, 1082185, 883932, 866211, 961554]"
2015,"[874972, 1029743, 1048462, 962568, 1044078]"
2431,"[1038663, 8180927, 991592, 1068719, 899624]"
1045,"[874972, 985893, 935317, 916122, 893018]"
2298,"[947858, 871756, 910032, 1068719, 1043590]"
1392,"[874972, 913278, 1135983, 951412, 995478]"
819,"[874972, 970202, 855916, 1127831, 1004906]"
2033,"[874972, 1000170, 879528, 1127831, 878996]"
12,"[874972, 1056509, 981760, 1127831, 961554]"
2181,"[874972, 1082185, 933835, 854852, 961554]"
21,"[1038663, 6904419, 1029743, 1043590, 893018]"
445,"[874972, 1126899, 8090521, 1082185, 854852]"
2376,"[968072, 8249443, 919534, 961554, 866211]"
1875,"[874972, 890597, 979707, 1127831, 1004906]"
2275,"[904129, 916122, 1044078, 833025, 893018]"
1742,"[874972, 864335, 7443013, 1082185, 1106523]"
1374,"[874972, 1133018, 944534, 1044078, 899624]"
726,"[874972, 1024731, 995965, 866211, 854852]"
482,"[1038663, 951590, 910673, 1118533, 1096036]"
1321,"[1038663, 1106523, 869622, 1043590, 5592931]"
1333,"[874972, 1126899, 888586, 942778, 892531]"
1862,"[874972, 854852, 1028816, 901062, 951412]"
53,"[874972, 5569471, 6034857, 1127831, 878996]"
1909,"[874972, 884333, 5592734, 1029743, 1082185]"
179,"[904129, 5569230, 912137, 1029743, 1082185]"
742,"[1038663, 1106523, 5592931, 985893, 1085333]"
1976,"[1038663, 1082990, 1106523, 893018, 923746]"
232,"[874972, 1029743, 1014388, 899624, 845208]"
1953,"[874972, 916122, 944137, 854852, 1127831]"
2101,"[904129, 883003, 819978, 1082185, 1044078]"
1593,"[968072, 873203, 1082185, 1127831, 916122]"
19,"[1038663, 962229, 1029743, 1012587, 820122]"
1744,"[874972, 1106523, 939681, 878996, 962568]"
1002,"[874972, 5569471, 928589, 1082185, 878996]"
1007,"[1038663, 1029743, 992622, 1082185, 893018]"
1611,"[904129, 8181555, 1029743, 1044078, 1004906]"
892,"[904129, 914318, 1092835, 1082185, 1044078]"
779,"[874972, 1057260, 6533362, 961554, 962568]"
1988,"[874972, 1106523, 946995, 1096036, 916122]"
1602,"[874972, 1029743, 1006483, 5578547, 1092303]"
1366,"[874972, 5566800, 1082172, 1082185, 923746]"
2303,"[874972, 1029743, 1002771, 1027569, 916122]"
1417,"[1038663, 835243, 10198378, 923746, 1043590]"
1698,"[1038663, 5585510, 965267, 1004906, 1133018]"
1282,"[1038663, 1106523, 951590, 820122, 1096036]"
1792,"[874972, 1075368, 1039156, 1029743, 844179]"
859,"[968072, 1075368, 5569230, 1127831, 1022053]"
2156,"[874972, 1122358, 965889, 1082185, 5569327]"
1643,"[874972, 1016800, 1106523, 944317, 1043590]"
72,"[874972, 5585510, 1127831, 1082185, 1024306]"
1640,"[829291, 8090521, 1075368, 1044078, 1029743]"
434,"[874972, 1039781, 1081189, 871756, 1043590]"
830,"[874972, 1133018, 1089066, 1127831, 923746]"
1869,"[874972, 1126899, 5565925, 962568, 1026118]"
1755,"[874972, 999714, 1093413, 981760, 5569230]"
247,"[874972, 1082185, 1077555, 1106523, 923746]"
2109,"[1038663, 997796, 9527494, 1133018, 871756]"
1577,"[874972, 1029743, 997796, 5568378, 907631]"
135,"[874972, 862349, 959455, 1127831, 1082185]"
652,"[874972, 832678, 1101932, 951590, 1029743]"
651,"[874972, 1082185, 1106523, 854852, 878996]"
242,"[874972, 1029743, 853643, 5569230, 1027569]"
1896,"[874972, 12263788, 1082185, 916122, 1024306]"
1155,"[1038663, 1016800, 6463583, 1043590, 1068719]"
1797,"[874972, 1112825, 829621, 1024306, 930118]"
2446,"[874972, 1044259, 962229, 901062, 866211]"
1024,"[874972, 1097001, 1106523, 1004906, 820122]"
276,"[1038663, 825317, 1089766, 844179, 1106523]"
724,"[874972, 835058, 891752, 1127831, 961554]"
2266,"[874972, 1082185, 900802, 962568, 1101706]"
2423,"[874972, 8090521, 911974, 1012587, 944317]"
383,"[874972, 1126899, 988277, 995478, 1101706]"
2363,"[874972, 944137, 1070820, 1127831, 961554]"
392,"[874972, 951412, 12263788, 944836, 9835509]"
810,"[874972, 1028816, 993638, 1127831, 854852]"
915,"[874972, 1036753, 853354, 1044078, 1106523]"
1526,"[874972, 844165, 7166723, 1004906, 923746]"
40,"[874972, 903325, 1076587, 1026118, 1022254]"
1354,"[874972, 995242, 1003600, 913785, 1051211]"
1403,"[874972, 1075368, 5569230, 1029743, 844179]"
2115,"[874972, 1070820, 948086, 1027569, 909714]"
1041,"[1038663, 1106523, 1127470, 820122, 1025611]"
1962,"[874972, 1056509, 1076580, 1127831, 878996]"
1700,"[874972, 1101173, 1100856, 1012587, 870547]"
2468,"[874972, 860703, 1106523, 951590, 1101173]"
1876,"[874972, 1035136, 1082185, 1127831, 1029743]"
139,"[874972, 1082185, 968695, 961554, 878996]"
493,"[874972, 873627, 1093697, 907631, 1127831]"
1867,"[874972, 849202, 994894, 1082185, 1127831]"
1743,"[874972, 990797, 1004906, 1082185, 1044078]"
1494,"[874972, 838797, 1068719, 1043590, 981760]"
1511,"[874972, 1106523, 7146026, 951590, 965766]"
1363,"[874972, 1082185, 1034956, 899624, 951590]"
1517,"[874972, 1070820, 951590, 5569230, 5568378]"
1706,"[904129, 933060, 893851, 1082185, 1029743]"
1837,"[874972, 8090537, 830973, 961554, 1027569]"
2144,"[874972, 1023473, 1029743, 1082185, 1127831]"
2379,"[874972, 1058997, 916122, 1082185, 961554]"
1207,"[904129, 5569374, 1024306, 1082185, 1044078]"
860,"[904129, 1029743, 1024875, 1082185, 1044078]"
2339,"[1038663, 827683, 845208, 1096036, 1043590]"
1285,"[874972, 5569230, 1101173, 1044078, 951590]"
1430,"[874972, 906844, 1126899, 1056509, 916122]"
2190,"[12810391, 883003, 962229, 1068719, 1096036]"
1406,"[874972, 1082185, 1029743, 916122, 844179]"
2140,"[874972, 862349, 854852, 1026118, 930118]"
1596,"[874972, 1046816, 1033046, 1127831, 1082185]"
2153,"[874972, 1092026, 5592931, 1106523, 893018]"
285,"[947858, 878739, 928961, 1133018, 5592931]"
461,"[874972, 1029743, 916122, 1068719, 866211]"
692,"[874972, 1067443, 972416, 1127831, 854852]"
369,"[1038663, 878996, 1038745, 1043590, 1133018]"
809,"[874972, 9926758, 986912, 1082185, 1127831]"
929,"[1038663, 845193, 1010190, 1106523, 844179]"
1169,"[1038663, 1004950, 846823, 820122, 1118533]"
234,"[904129, 833583, 856772, 1082185, 1044078]"
465,"[874972, 1044078, 1029743, 1068719, 1096036]"
1086,"[874972, 1008074, 971922, 866211, 961554]"
705,"[874972, 912112, 871876, 1127831, 866211]"
1989,"[874972, 898847, 7441419, 1082185, 1127831]"
457,"[1038663, 1029743, 5592931, 1043590, 1004906]"
671,"[874972, 847434, 951590, 1106523, 1096036]"
716,"[874972, 12263841, 1127831, 1082185, 854852]"
1495,"[947858, 986912, 12731544, 1106523, 845208]"
1166,"[874972, 1029743, 1039156, 1136257, 909714]"
2270,"[947858, 1054814, 922561, 1106523, 5592931]"
274,"[904129, 993638, 1106073, 1082185, 1044078]"
891,"[836445, 866211, 8090956, 1044078, 923746]"
2083,"[874972, 1070820, 933835, 854852, 1082185]"
453,"[874972, 1127831, 866211, 1004906, 916122]"
370,"[874972, 1023958, 995242, 854852, 1082185]"
2086,"[874972, 868764, 879755, 878996, 1024306]"
723,"[874972, 1082185, 878996, 1127831, 866211]"
279,"[874972, 1029743, 1082212, 854852, 981760]"
30,"[874972, 1106523, 923746, 1082185, 1044078]"
804,"[1038663, 1029743, 943233, 1043590, 870547]"
1324,"[874972, 1082185, 832678, 1004906, 854852]"
702,"[874972, 985605, 8177622, 5592931, 1081177]"
1884,"[874972, 983267, 820301, 1082185, 1127831]"
442,"[874972, 1085604, 9526624, 962568, 866211]"
1296,"[874972, 935578, 951590, 1127831, 965766]"
657,"[874972, 940947, 5570048, 1082185, 1127831]"
522,"[874972, 12349795, 1055425, 1082185, 1127831]"
153,"[874972, 859075, 951221, 1082185, 878996]"
1763,"[874972, 857902, 1106523, 845208, 1004906]"
559,"[904129, 1106523, 1096036, 1082185, 1044078]"
1504,"[874972, 1017195, 935570, 1082185, 1127831]"
1101,"[904129, 1110572, 1086740, 1082185, 1044078]"
1608,"[874972, 1066893, 1029743, 1082185, 1004906]"
61,"[874972, 8090565, 8014645, 1082185, 1127831]"
1219,"[874972, 934369, 1039156, 1082185, 1127831]"
1033,"[874972, 1051516, 987562, 1127831, 962568]"
1174,"[1038663, 1106523, 1068719, 923746, 899624]"
2497,"[874972, 870515, 1135834, 999270, 854852]"
1008,"[904129, 910473, 1110572, 1082185, 1044078]"
2456,"[874972, 7025114, 1126899, 1082185, 1127831]"
1969,"[1038663, 1029743, 873964, 1118533, 5592931]"
565,"[874972, 1126375, 1122358, 1127831, 878996]"
1147,"[904129, 1106523, 951590, 1044078, 1082185]"
1912,"[904129, 865026, 1106523, 1082185, 1004906]"
337,"[874972, 1092937, 885795, 1106523, 951590]"
